Id,label
1159,4
1160,0
1161,0
1162,1
1163,4
1164,3
1165,2
1166,5
1167,2
1168,2
1169,3
1170,2
1171,4
1172,2
1173,2
1174,5
1175,3
1176,1
1177,5
1178,0
1179,4
1180,4
1181,1
1182,6
1183,4
1184,0
1185,6
1186,3
1187,3
1188,2
1189,3
1190,0
1191,3
1192,1
1193,1
1194,6
1195,2
1196,4
1197,1
1198,0
1199,0
1200,2
1201,0
1202,3
1203,2
1204,0
1205,0
1206,0
1207,1
1208,1
1209,3
1210,4
1211,5
1212,2
1213,3
1214,1
1215,4
1216,4
1217,2
1218,2
1219,3
1220,6
1221,6
1222,3
1223,1
1224,2
1225,1
1226,5
1227,0
1228,3
1229,3
1230,2
1231,6
1232,3
1233,3
1234,4
1235,0
1236,3
1237,0
1238,4
1239,5
1240,6
1241,4
1242,2
1243,4
1244,1
1245,1
1246,5
1247,0
1248,2
1249,3
1250,1
1251,6
1252,6
1253,6
1254,4
1255,5
1256,5
1257,0
1258,2
1259,3
1260,3
1261,5
1262,1
1263,1
1264,6
1265,4
1266,5
1267,5
1268,5
1269,0
1270,0
1271,2
1272,1
1273,5
1274,1
1275,0
1276,3
1277,0
1278,3
1279,2
1280,3
1281,6
1282,5
1283,6
1284,6
1285,5
1286,0
1287,2
1288,5
1289,6
1290,6
1291,3
1292,2
1293,4
1294,3
1295,6
1296,0
1297,0
1298,0
1299,6
1300,0
1301,2
1302,0
1303,4
1304,6
1305,4
1306,2
1307,4
1308,6
1309,0
1310,0
1311,2
1312,4
1313,2
1314,1
1315,5
1316,3
1317,5
1318,0
1319,1
1320,2
1321,5
1322,3
1323,0
1324,0
1325,1
1326,5
1327,2
1328,1
1329,4
1330,5
1331,4
1332,0
1333,5
1334,3
1335,6
1336,0
1337,5
1338,1
1339,5
1340,3
1341,0
1342,2
1343,5
1344,5
1345,5
1346,6
1347,4
1348,0
1349,5
1350,1
1351,0
1352,0
1353,3
1354,1
1355,3
1356,3
1357,5
1358,0
1359,1
1360,6
1361,3
1362,4
1363,3
1364,1
1365,0
1366,4
1367,1
1368,3
1369,4
1370,6
1371,4
1372,4
1373,6
1374,3
1375,4
1376,6
1377,0
1378,4
1379,6
1380,3
1381,6
1382,6
1383,6
1384,1
1385,0
1386,6
1387,0
1388,5
1389,0
1390,0
1391,6
1392,5
1393,6
1394,5
1395,2
1396,5
1397,3
1398,5
1399,2
1400,5
1401,1
1402,2
1403,3
1404,3
1405,3
1406,6
1407,4
1408,4
1409,4
1410,0
1411,0
1412,1
1413,5
1414,1
1415,6
1416,5
1417,4
1418,5
1419,6
1420,0
1421,6
1422,0
1423,0
1424,4
1425,2
1426,5
1427,1
1428,3
1429,5
1430,2
1431,2
1432,0
1433,3
1434,2
1435,3
1436,6
1437,6
1438,4
1439,4
1440,6
1441,1
1442,6
1443,0
1444,3
1445,1
1446,3
1447,1
1448,1
1449,6
1450,2
1451,1
1452,2
1453,5
1454,6
1455,5
1456,3
1457,5
1458,0
1459,2
1460,1
1461,5
1462,0
1463,5
1464,1
1465,4
1466,1
1467,6
1468,6
1469,3
1470,4
1471,5
1472,2
1473,2
1474,6
1475,3
1476,6
1477,4
1478,4
1479,3
1480,5
1481,0
1482,3
1483,5
1484,4
1485,3
1486,0
1487,1
1488,4
1489,2
1490,5
1491,3
1492,5
1493,0
1494,6
1495,5
1496,0
1497,6
1498,2
1499,2
1500,6
1501,6
1502,2
1503,4
1504,2
1505,1
1506,4
1507,6
1508,5
1509,3
1510,6
1511,6
1512,4
1513,5
1514,4
1515,0
1516,4
1517,6
1518,5
1519,5
1520,4
1521,3
1522,2
1523,3
1524,4
1525,4
1526,5
1527,2
1528,1
1529,4
1530,4
1531,4
1532,6
1533,1
1534,1
1535,5
1536,5
1537,0
1538,4
1539,4
1540,2
1541,3
1542,0
1543,3
1544,4
1545,3
1546,6
1547,6
1548,2
1549,3
1550,5
1551,1
1552,5
1553,0
1554,5
1555,3
1556,1
1557,5
1558,6
1559,3
1560,3
1561,0
1562,6
1563,0
1564,5
1565,3
1566,0
1567,1
1568,3
1569,0
1570,4
1571,0
1572,6
1573,1
1574,3
1575,1
1576,2
1577,6
1578,4
1579,5
1580,6
1581,6
1582,0
1583,5
1584,4
1585,6
1586,2
1587,3
1588,6
1589,6
1590,2
1591,0
1592,1
1593,0
1594,5
1595,6
1596,0
1597,3
1598,6
1599,3
1600,6
1601,6
1602,6
1603,5
1604,0
1605,4
1606,2
1607,5
1608,2
1609,3
1610,4
1611,3
1612,6
1613,1
1614,1
1615,3
1616,1
1617,0
1618,1
1619,0
1620,4
1621,6
1622,0
1623,2
1624,3
1625,4
1626,2
1627,2
1628,0
1629,4
1630,3
1631,4
1632,6
1633,2
1634,2
1635,2
1636,5
1637,3
1638,2
1639,3
1640,1
1641,5
1642,5
1643,6
1644,4
1645,0
1646,3
1647,2
1648,3
1649,5
1650,1
1651,0
1652,3
1653,5
1654,5
1655,1
1656,5
1657,1
1658,4
1659,3
1660,0
1661,6
1662,2
1663,6
1664,4
1665,1
1666,4
1667,6
1668,3
1669,6
1670,0
1671,0
1672,6
1673,6
1674,5
1675,1
1676,6
1677,6
1678,0
1679,2
1680,2
1681,6
1682,1
1683,1
1684,0
1685,6
1686,4
1687,6
1688,3
1689,3
1690,2
1691,6
1692,5
1693,1
1694,5
1695,1
1696,5
1697,0
1698,6
1699,4
1700,1
1701,4
1702,1
1703,4
1704,0
1705,6
1706,1
1707,1
1708,6
1709,4
1710,1
1711,3
1712,5
1713,5
1714,5
1715,6
1716,6
1717,5
1718,2
1719,6
1720,4
1721,5
1722,3
1723,1
1724,3
1725,4
1726,5
1727,2
1728,5
1729,0
1730,6
1731,5
1732,6
1733,4
1734,1
1735,2
1736,3
1737,2
1738,3
1739,2
1740,0
1741,3
1742,5
1743,1
1744,2
1745,2
1746,4
1747,1
1748,3
1749,2
1750,3
1751,0
1752,2
1753,0
1754,5
1755,4
1756,6
1757,0
1758,4
1759,3
1760,0
1761,1
1762,5
1763,0
1764,6
1765,4
1766,3
1767,3
1768,0
1769,2
1770,1
1771,0
1772,1
1773,1
1774,4
1775,6
1776,4
1777,6
1778,6
1779,2
1780,5
1781,3
1782,3
1783,5
1784,6
1785,3
1786,3
1787,0
1788,1
1789,6
1790,4
1791,0
1792,3
1793,4
1794,5
1795,1
1796,4
1797,3
1798,4
1799,1
1800,4
1801,5
1802,6
1803,6
1804,2
1805,0
1806,5
1807,5
1808,2
1809,4
1810,4
1811,1
1812,2
1813,1
1814,6
1815,1
1816,3
1817,5
1818,0
1819,1
1820,3
1821,6
1822,1
1823,4
1824,4
1825,2
1826,4
1827,4
1828,5
1829,5
1830,5
1831,2
1832,6
1833,6
1834,1
1835,1
1836,3
1837,4
1838,2
1839,4
1840,3
1841,6
1842,1
1843,4
1844,1
1845,5
1846,3
1847,3
1848,0
1849,2
1850,3
1851,2
1852,3
1853,1
1854,0
1855,2
1856,2
1857,2
1858,6
1859,5
1860,2
1861,5
1862,3
1863,0
1864,4
1865,5
1866,1
1867,6
1868,6
1869,4
1870,5
1871,3
1872,3
1873,0
1874,1
1875,2
1876,4
1877,2
1878,5
1879,4
1880,3
1881,6
1882,5
1883,1
1884,1
1885,6
1886,3
1887,0
1888,0
1889,0
1890,5
1891,0
1892,3
1893,2
1894,6
1895,5
1896,2
1897,4
1898,0
1899,1
1900,0
1901,0
1902,3
1903,3
1904,5
1905,5
1906,0
1907,1
1908,4
1909,4
1910,1
1911,1
1912,2
1913,0
1914,1
1915,3
1916,3
1917,5
1918,3
1919,2
1920,1
1921,6
1922,4
1923,3
1924,3
1925,2
1926,5
1927,1
1928,0
1929,6
1930,4
1931,0
1932,3
1933,0
1934,3
1935,1
1936,5
1937,1
1938,3
1939,0
1940,5
1941,1
1942,0
1943,2
1944,5
1945,0
1946,5
1947,5
1948,4
1949,3
1950,0
1951,3
1952,5
1953,4
1954,5
1955,4
1956,3
1957,0
1958,5
1959,0
1960,0
1961,0
1962,6
1963,0
1964,2
1965,6
1966,3
1967,6
1968,0
1969,6
1970,5
1971,6
1972,3
1973,4
1974,5
1975,5
1976,4
1977,4
1978,6
1979,2
1980,5
1981,5
1982,6
1983,2
1984,3
1985,6
1986,0
1987,0
1988,3
1989,1
1990,5
1991,3
1992,6
1993,6
1994,2
1995,5
1996,5
1997,1
1998,5
1999,6
2000,6
2001,2
2002,0
2003,4
2004,0
2005,2
2006,0
2007,0
2008,4
2009,5
2010,0
2011,1
2012,1
2013,6
2014,0
2015,1
2016,6
2017,4
2018,6
2019,4
2020,1
2021,3
2022,6
2023,2
2024,3
2025,4
2026,6
2027,4
2028,0
2029,2
2030,2
2031,3
2032,4
2033,3
2034,4
2035,6
2036,5
2037,2
2038,5
2039,0
2040,1
2041,3
2042,5
2043,5
2044,6
2045,4
2046,5
2047,1
2048,4
2049,2
2050,4
2051,5
2052,2
2053,2
2054,4
2055,5
2056,1
2057,0
2058,3
2059,5
2060,3
2061,3
2062,1
2063,1
2064,0
2065,1
2066,2
2067,2
2068,1
2069,5
2070,2
2071,4
2072,0
2073,6
2074,6
2075,1
2076,5
2077,6
2078,1
2079,1
2080,3
2081,0
2082,1
2083,4
2084,3
2085,2
2086,6
2087,6
2088,4
2089,5
2090,4
2091,4
2092,0
2093,0
2094,0
2095,4
2096,4
2097,5
2098,5
2099,0
2100,2
2101,2
2102,5
2103,3
2104,2
2105,3
2106,0
2107,4
2108,5
2109,0
2110,5
2111,2
2112,3
2113,1
2114,0
2115,3
2116,3
2117,1
2118,2
2119,5
2120,6
2121,3
2122,2
2123,4
2124,4
2125,3
2126,4
2127,2
2128,6
2129,3
2130,0
2131,2
2132,2
2133,1
2134,4
2135,3
2136,5
2137,6
2138,5
2139,3
2140,4
2141,4
2142,1
2143,1
2144,3
2145,1
2146,5
2147,5
2148,3
2149,5
2150,4
2151,6
2152,3
2153,1
2154,5
2155,2
2156,6
2157,0
2158,4
2159,1
2160,3
2161,2
2162,3
2163,6
2164,5
2165,0
2166,6
2167,0
2168,4
2169,6
2170,0
2171,1
2172,2
2173,5
2174,5
2175,6
2176,0
2177,1
2178,4
2179,0
2180,3
2181,5
2182,4
2183,1
2184,1
2185,0
2186,4
2187,3
2188,6
2189,6
2190,5
2191,5
2192,2
2193,5
2194,3
2195,3
2196,2
2197,0
2198,6
2199,2
2200,5
2201,0
2202,5
2203,6
2204,4
2205,5
2206,1
2207,0
2208,5
2209,1
2210,3
2211,3
2212,5
2213,0
2214,2
2215,5
2216,2
2217,5
2218,5
2219,5
2220,1
2221,1
2222,6
2223,3
2224,2
2225,4
2226,5
2227,2
2228,2
2229,5
2230,5
2231,5
2232,4
2233,1
2234,5
2235,0
2236,4
2237,6
2238,1
2239,3
2240,5
2241,4
2242,1
2243,2
2244,5
2245,4
2246,1
2247,3
2248,5
2249,6
2250,5
2251,4
2252,3
2253,1
2254,5
2255,3
2256,1
2257,6
2258,4
2259,0
2260,5
2261,4
2262,4
2263,6
2264,6
2265,4
2266,5
2267,0
2268,4
2269,5
2270,5
2271,3
2272,5
2273,6
2274,6
2275,0
2276,5
2277,4
2278,3
2279,5
2280,5
2281,3
2282,2
2283,4
2284,2
2285,3
2286,5
2287,4
2288,5
2289,3
2290,1
2291,4
2292,6
2293,0
2294,4
2295,3
2296,0
2297,6
2298,6
2299,2
2300,2
2301,4
2302,1
2303,6
2304,1
2305,5
2306,1
2307,5
2308,1
2309,6
2310,1
2311,4
2312,1
2313,3
2314,6
2315,3
2316,1
2317,4
2318,6
2319,6
2320,5
2321,3
2322,4
2323,5
2324,3
2325,2
2326,4
2327,1
2328,2
2329,4
2330,4
2331,2
2332,0
2333,6
2334,6
2335,0
2336,2
2337,5
2338,4
2339,4
2340,6
2341,3
2342,1
2343,2
2344,2
2345,0
2346,1
2347,5
2348,5
2349,5
2350,3
2351,3
2352,5
2353,1
2354,4
2355,5
2356,5
2357,5
2358,5
2359,2
2360,6
2361,0
2362,1
2363,1
2364,6
2365,2
2366,0
2367,4
2368,5
2369,4
2370,0
2371,0
2372,5
2373,3
2374,4
2375,1
2376,5
2377,0
2378,0
2379,6
2380,3
2381,6
2382,6
2383,3
2384,6
2385,5
2386,6
2387,6
2388,5
2389,0
2390,5
2391,6
2392,0
2393,6
2394,2
2395,2
2396,2
2397,2
2398,5
2399,3
2400,2
2401,1
2402,0
2403,3
2404,4
2405,5
2406,4
2407,2
2408,6
2409,4
2410,6
2411,6
2412,4
2413,2
2414,5
2415,5
2416,3
2417,3
2418,5
2419,1
2420,1
2421,3
2422,5
2423,1
2424,4
2425,6
2426,2
2427,0
2428,1
2429,1
2430,0
2431,6
2432,0
2433,4
2434,0
2435,3
2436,1
2437,1
2438,6
2439,2
2440,4
2441,3
2442,5
2443,5
2444,5
2445,1
2446,2
2447,1
2448,5
2449,0
2450,2
2451,5
2452,5
2453,6
2454,3
2455,2
2456,1
2457,4
2458,6
2459,6
2460,0
2461,2
2462,3
2463,0
2464,2
2465,4
2466,3
2467,3
2468,0
2469,5
2470,3
2471,2
2472,4
2473,3
2474,0
2475,2
2476,5
2477,3
2478,0
2479,1
2480,4
2481,5
2482,6
2483,0
2484,0
2485,4
2486,2
2487,2
2488,6
2489,5
2490,3
2491,0
2492,4
2493,6
2494,1
2495,3
2496,0
2497,6
2498,1
2499,3
2500,2
2501,5
2502,0
2503,0
2504,2
2505,4
2506,2
2507,3
2508,0
2509,4
2510,3
2511,4
2512,3
2513,1
2514,0
2515,6
2516,1
2517,1
2518,3
2519,4
2520,6
2521,2
2522,0
2523,4
2524,2
2525,4
2526,4
2527,1
2528,0
2529,1
2530,0
2531,1
2532,3
2533,3
2534,1
2535,6
2536,1
2537,5
2538,5
2539,4
2540,2
2541,1
2542,0
2543,6
2544,0
2545,6
2546,2
2547,0
2548,4
2549,2
2550,0
2551,3
2552,5
2553,5
2554,5
2555,1
2556,5
2557,2
2558,1
2559,3
2560,4
2561,0
2562,4
2563,4
2564,4
2565,6
2566,2
2567,0
2568,2
2569,4
2570,4
2571,6
2572,0
2573,1
2574,4
2575,0
2576,0
2577,6
2578,1
2579,4
2580,6
2581,0
2582,5
2583,3
2584,4
2585,2
2586,5
2587,3
2588,1
2589,2
2590,2
2591,2
2592,1
2593,3
2594,1
2595,1
2596,4
2597,5
2598,4
2599,2
2600,3
2601,4
2602,5
2603,4
2604,4
2605,2
2606,4
2607,0
2608,2
2609,2
2610,6
2611,5
2612,6
2613,2
2614,5
2615,1
2616,2
2617,5
2618,0
2619,6
2620,5
2621,4
2622,0
2623,5
2624,0
2625,2
2626,0
2627,6
2628,5
2629,4
2630,5
2631,3
2632,3
2633,4
2634,4
2635,2
2636,1
2637,2
2638,3
2639,0
2640,0
2641,1
2642,5
2643,6
2644,0
2645,3
2646,1
2647,1
2648,4
2649,2
2650,0
2651,4
2652,4
2653,1
2654,3
2655,1
2656,5
2657,4
2658,3
2659,5
2660,1
2661,2
2662,4
2663,0
2664,3
2665,4
2666,6
2667,6
2668,6
2669,1
2670,5
2671,6
2672,6
2673,2
2674,2
2675,1
2676,3
2677,3
2678,5
2679,1
2680,1
2681,3
2682,6
2683,1
2684,6
2685,3
2686,6
2687,4
2688,5
2689,2
2690,2
2691,0
2692,6
2693,2
2694,5
2695,5
2696,4
2697,0
2698,5
2699,0
2700,5
2701,0
2702,3
2703,2
2704,6
2705,2
2706,1
2707,5
2708,5
2709,2
2710,4
2711,5
2712,1
2713,1
2714,4
2715,0
2716,2
2717,1
2718,2
2719,3
2720,0
2721,1
2722,2
2723,5
2724,6
2725,1
2726,1
2727,0
2728,1
2729,1
2730,1
2731,0
2732,3
2733,4
2734,5
2735,4
2736,2
2737,1
2738,3
2739,5
2740,2
2741,0
2742,4
2743,1
2744,6
2745,5
2746,1
2747,3
2748,3
2749,5
2750,1
2751,5
2752,5
2753,3
2754,6
2755,6
2756,5
2757,3
2758,1
2759,0
2760,5
2761,1
2762,2
2763,4
2764,0
2765,2
2766,0
2767,1
2768,6
2769,1
2770,5
2771,6
2772,0
2773,6
2774,3
2775,3
2776,2
2777,2
2778,4
2779,6
2780,0
2781,2
2782,6
2783,0
2784,2
2785,3
2786,1
2787,1
2788,1
2789,4
2790,5
2791,1
2792,6
2793,4
2794,0
2795,4
2796,3
2797,1
2798,5
2799,0
2800,3
2801,4
2802,5
2803,6
2804,1
2805,1
2806,4
2807,3
2808,6
2809,4
2810,2
2811,5
2812,2
2813,5
2814,0
2815,4
2816,2
2817,3
2818,6
2819,4
2820,6
2821,5
2822,0
2823,0
2824,2
2825,1
2826,1
2827,2
2828,0
2829,0
2830,4
2831,1
2832,3
2833,6
2834,4
2835,0
2836,6
2837,4
2838,2
2839,2
2840,5
2841,3
2842,1
2843,0
2844,0
2845,6
2846,6
2847,4
2848,3
2849,6
2850,5
2851,3
2852,3
2853,0
2854,3
2855,2
2856,4
2857,3
2858,1
2859,6
2860,1
2861,1
2862,5
2863,5
2864,5
2865,1
2866,3
2867,5
2868,5
2869,5
2870,1
2871,4
2872,6
2873,3
2874,5
2875,0
2876,2
2877,2
2878,3
2879,0
2880,4
2881,6
2882,2
2883,0
2884,0
2885,3
2886,1
2887,2
2888,3
2889,0
2890,4
2891,2
2892,0
2893,3
2894,5
2895,1
2896,4
2897,1
2898,4
2899,4
2900,5
2901,5
2902,4
2903,0
2904,2
2905,6
2906,4
2907,1
2908,1
2909,0
2910,0
2911,2
2912,4
2913,4
2914,0
2915,5
2916,3
2917,2
2918,0
2919,1
2920,1
2921,2
2922,1
2923,2
2924,6
2925,3
2926,0
2927,3
2928,2
2929,6
2930,4
2931,6
2932,2
2933,2
2934,2
2935,2
2936,3
2937,4
2938,1
2939,1
2940,0
2941,5
2942,0
2943,4
2944,3
2945,5
2946,4
2947,4
2948,4
2949,1
2950,1
2951,4
2952,5
2953,4
2954,6
2955,6
2956,0
2957,2
2958,6
2959,4
2960,3
2961,2
2962,2
2963,5
2964,0
2965,3
2966,6
2967,1
2968,2
2969,5
2970,3
2971,0
2972,6
2973,6
2974,1
2975,4
2976,5
2977,3
2978,1
2979,5
2980,3
2981,6
2982,2
2983,3
2984,1
2985,4
2986,2
2987,6
2988,4
2989,2
2990,3
2991,2
2992,1
2993,0
2994,4
2995,1
2996,6
2997,0
